#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-08-15T13:47:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ53ee0d9a0ceb	
#INFO	-out.max=unlimited	
#INFO	queryParameters=22	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:V/70A&tab:{V/70A/catalog}&key:source=gliese&HTTPPRM:&&-ref=VIZ53ee0d9a0ceb&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/70A/catalog
#-order=I
#-out=Name
#-out=RAB1950
#-out=DEB1950
#-out=Sp
#-out=Vmag
#-out=B-V
#-out=trplx
#-out=plx
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_5070
#Name: V/70A
#Title: Nearby Stars, Preliminary 3rd Version (Gliese+ 1991)
#Coosys	B1950:	eq_FK4 B1950
#Table	V_70A_catalog:
#Name: V/70A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F7.3)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F7.3)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(A8)	Identifier ; see remarks.	[ucd=meta.id;meta.main]
#Column	RAB1950	(A8)	? Right Ascension B1950	[ucd=pos.eq.ra;meta.main]
#Column	DEB1950	(A8)	? Declination B1950	[ucd=pos.eq.dec;meta.main]
#Column	Sp	(a12)	Spectral type or color class	[ucd=src.spType]
#Column	Vmag	(F6.2)	Apparent magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? color	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	trplx	(F6.1)	? Trigonometric parallax	[ucd=pos.parallax.trig]
#Column	plx	(F6.1)	? Resulting parallax	[ucd=pos.parallax.trig]
#Column	_RA.icrs	(A8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(A8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
_RAJ2000|_DEJ2000|Name|RAB1950|DEB1950|Sp|Vmag|B-V|trplx|plx|_RA.icrs|_DE.icrs
097.3494| -2.8138|Gl 234  |06 26 51|-02 46.2|            | 14.60|     | 242.1| 242.1|06 29 23.9|-02 48 50
097.7537|+50.0481|NN 3395 |06 27 08|+50 05.0|M0          | 11.09| 1.50|      |  52.0|06 31 00.9|+50 02 53
097.9596|+41.4959|NN 3396 |06 28 18|+41 32.1|m           | 14.83|     |      |  90.0|06 31 50.3|+41 29 45
098.0356|-27.0322|Gl 236  |06 30 07|-26 59.5|M0          | 11.41| 1.37|  67.3|  67.3|06 32 08.5|-27 01 56
097.9654|-43.5348|Gl 237  |06 30 22|-43 29.8|g-k         | 10.59| 1.48|  58.3|  50.0|06 31 51.7|-43 32 05
098.0822|-69.9501|NN 3397 |06 32 45|-69 55.2|m           | 13.00|     |      |  42.0|06 32 19.7|-69 57 00
098.4594|-58.5279|Gl 238  |06 33 07|-58 29.9|m           | 11.62| 1.51|  71.0|  71.0|06 33 50.3|-58 31 40
099.0283|+11.6140|NN 3398 |06 33 20|+11 40.1|k-m         | 14.22| 1.65|  55.1|  55.1|06 36 06.8|+11 36 50
099.2951|+17.5650|Gl 239  |06 34 19|+17 36.2|dM1         |  9.63| 1.49|  99.1|  99.1|06 37 10.8|+17 33 54
099.1704|-19.2556|Gl 239.1|06 34 30|-19 12.7|K1 III      |  3.96| 1.05|  54.7|  54.7|06 36 40.9|-19 15 20
099.2968|-50.0392|Gl 240  |06 35 55|-49 59.7|K0          |  9.62| 1.46|  69.7|  69.7|06 37 11.2|-50 02 21
100.0240|+28.5867|NN 3399 |06 36 56|+28 38.2|k-m         | 11.93| 1.50|      |  46.0|06 40 05.8|+28 35 12
099.5002|-61.5331|NN 3400 |06 37 28|-61 29.3|G0 V        |  6.34| 0.62|      |  46.0|06 38 00.0|-61 31 59
099.5002|-61.5331|NN 3401 |06 37 28|-61 29.3|            |  8.30|     |      |  46.0|06 38 00.0|-61 31 59
101.5569|+79.5642|Gl 240.1|06 37 44|+79 37.4|F8 V        |  5.45| 0.50|  47.5|  47.5|06 46 13.7|+79 33 51
100.3156|+23.9582|Gl 241  |06 38 12|+24 00.6|dK6         |  8.13| 1.02|  57.0|  57.0|06 41 15.7|+23 57 30
100.3685|+15.7616|NN 3402 |06 38 36|+15 48.9|M3          | 13.77|     |      |  40.0|06 41 28.5|+15 45 42
099.9308|-55.6142|NN 3403 |06 38 48|-55 34.0|K7 V        |  9.94| 1.31|      |  40.0|06 39 43.4|-55 36 51
101.1937|+71.8887|Wo 9216 |06 38 53|+71 56.8|K7          | 10.95| 1.48|  37.8|  37.8|06 44 46.5|+71 53 19
100.5458| +3.5783|NN 3404 |06 39 33|+03 37.9|m           | 12.06|     |      |  64.0|06 42 11.0|+03 34 42
100.5584| +3.5900|NN 3405 |06 39 36|+03 38.6|m           | 13.33|     |      |  64.0|06 42 14.0|+03 35 24
100.9578|+51.1384|NN 3406 |06 39 54|+51 12.1|M3.5   J    | 12.44| 1.59|  52.1|  52.1|06 43 49.9|+51 08 18
100.9578|+51.1384|NN 3407 |06 39 54|+51 12.1|            | 14.90|     |  52.1|  52.1|06 43 49.9|+51 08 18
101.3225|+12.8960|Gl 242  |06 42 29|+12 57.1|F5 III      |  3.36| 0.43|  50.2|  50.2|06 45 17.4|+12 53 46
101.5201|+32.5558|NN 3408 |06 42 51|+32 36.5|K3 V        |  8.77| 0.96|  47.1|  47.1|06 46 04.8|+32 33 21
101.5274|+32.5543|NN 3409 |06 42 53|+32 36.4|M0.5        | 12.17| 1.53|  47.1|  47.1|06 46 06.6|+32 33 16
101.2160|-27.3423|Gl 243  |06 42 52|-27 17.6|G2 V        |  6.45| 0.54|  60.5|  40.0|06 44 51.8|-27 20 32
101.2883|-16.7166|Gl 244  |06 42 57|-16 38.8|A1 V        | -1.43| 0.00| 380.4| 380.4|06 45 09.2|-16 43 00
101.2883|-16.7166|Gl 244  |06 42 57|-16 38.8|DA2         |  8.44|-0.03| 380.4| 380.4|06 45 09.2|-16 43 00
101.6839|+43.5781|Gl 245  |06 43 08|+43 37.8|G0 V        |  5.24| 0.56|  66.2|  66.2|06 46 44.1|+43 34 41
101.3472|-31.7931|Gl 245.1|06 43 31|-31 44.1|F6 V        |  5.92| 0.49|  50.4|  41.0|06 45 23.3|-31 47 35
101.9088|+37.5165|Gl 246  |06 44 15|+37 35.1|DA2         | 12.06|-0.08|  62.6|  62.6|06 47 38.1|+37 30 59
101.8425| +2.5183|NN 3410 |06 44 47|+02 34.4|DA8         | 15.68| 0.32|  54.6|  54.6|06 47 22.2|+02 31 06
102.4882|+60.3349|Gl 247  |06 45 27|+60 23.2|dM0  p      |  8.58| 1.22|  50.6|  50.6|06 49 57.2|+60 20 06
102.2073|+37.1429|GJ 1091 |06 45 27|+37 12.0|            | 13.34| 1.35|  44.3|  44.3|06 48 49.7|+37 08 35
102.2715|+37.1156|GJ 1092 |06 45 41|+37 11.7|m           | 13.76| 1.66|  75.8|  75.8|06 49 05.2|+37 06 56
102.4014|+35.1399|NN 3411 |06 46 16|+35 12.1|K5          | 10.17| 1.32|      |  40.0|06 49 36.3|+35 08 24
102.0491|-61.9408|Gl 248  |06 47 41|-61 53.2|A7 IV       |  3.27| 0.21|  50.9|  50.9|06 48 11.8|-61 56 27
102.8856|+47.3671|Gl 249  |06 47 49|+47 26.2|dK6         |  8.99| 1.24|  50.4|  56.0|06 51 32.5|+47 22 02
102.4780|-46.6142|Gl 249.1|06 48 30|-46 33.6|F5 III      |  5.13| 0.45|  48.5|  48.5|06 49 54.7|-46 36 51
103.5140|+60.8702|NN 3412 |06 49 29|+60 56.8|M3.5        | 11.06| 1.54|  91.5|  91.5|06 54 03.4|+60 52 13
103.1324|+18.2740|NN 3413 |06 49 36|+18 20.0|m           | 13.18|     |      |  53.0|06 52 31.8|+18 16 27
103.0753| -5.1732|Gl 250  |06 49 52|-05 06.7|K3 V        |  6.59| 1.05| 108.9| 108.9|06 52 18.1|-05 10 24
103.0752| -5.1898|Gl 250  |06 49 52|-05 07.7|M2          | 10.09| 1.50| 108.9| 108.9|06 52 18.1|-05 11 23
103.3894|-28.5394|Wo 9219 |06 51 34|-28 28.2|G5 IV       |  6.03| 0.72|  41.4|  41.4|06 53 33.5|-28 32 22
103.7018|+33.2688|Gl 251  |06 51 35|+33 20.3|dM4         | 10.01| 1.57| 173.6| 173.6|06 54 48.4|+33 16 08
103.6593|+13.1782|Wo 9220 |06 51 49|+13 14.6|A9 V p      |  4.74| 0.31|  40.7|  39.0|06 54 38.2|+13 10 42
103.6593|+13.1782|Wo 9220 |06 51 49|+13 14.6|G6 V        |  7.68| 0.72|  40.7|  39.0|06 54 38.2|+13 10 42
103.7399|+12.1593|Gl 251.1|06 52 10|+12 13.7|dM1.5       | 10.55| 1.24|  44.0|  29.0|06 54 57.6|+12 09 34
103.8269|+25.3757|Gl 252  |06 52 14|+25 26.4|G0 V        |  5.74| 0.57|  52.7|  59.0|06 55 18.5|+25 22 32
104.0964|+54.9737|NN 3414 |06 52 18|+55 02.9|k-m         | 11.80|     |  58.6|  58.6|06 56 23.1|+54 58 25
104.1165|+40.0746|NN 3415 |06 52 59|+40 08.8|K5 V        |  9.12| 1.12|  38.1|  38.1|06 56 28.0|+40 04 29
104.1165|+40.0746|NN 3416 |06 52 59|+40 08.8|M1          | 11.10| 1.43|  38.1|  38.1|06 56 28.0|+40 04 29
104.4871|+62.3226|NN 3417 |06 53 17|+62 23.7|m           | 13.65|     |      | 129.0|06 57 56.9|+62 19 21
103.7128|-55.2596|Gl 253  |06 53 51|-55 11.5|G7 V        |  8.17| 0.78|      |  69.6|06 54 51.1|-55 15 34
104.2697|+30.7570|Gl 254  |06 53 52|+30 49.6|K7          |  9.72| 1.36|  72.8|  56.0|06 57 04.7|+30 45 25
103.3189|-74.7257|Wo 9222 |06 54 41|-74 39.8|F8 V +A/F   |  7.65| 0.53|  41.0|  20.0|06 53 16.5|-74 43 32
104.5507|+14.2200|NN 3418 |06 55 22|+14 17.3|G5          |  8.28|     |      |  48.0|06 58 12.2|+14 13 12
104.3226|-35.5075|Gl 255  |06 55 30|-35 26.4|F8 IV-V     |  6.91| 0.46|  68.4|  68.4|06 57 17.4|-35 30 27
104.3226|-35.5075|Gl 255  |06 55 30|-35 26.4|F8 IV-V     |  7.10|     |  68.4|  68.4|06 57 17.4|-35 30 27
104.6089|-12.9917|Gl 256  |06 56 07|-12 55.3|K4 V        |  9.15| 1.16|  36.8|  47.0|06 58 26.1|-12 59 30
104.4433|-44.2916|Gl 257  |06 56 21|-44 13.3|M3          | 11.50| 1.66| 116.9| 116.9|06 57 46.4|-44 17 30
104.4433|-44.2916|Gl 257  |06 56 21|-44 13.3|M3          | 11.70|     | 116.9| 116.9|06 57 46.4|-44 17 30
104.8685|+19.3478|GJ 1093 |06 56 29|+19 25.8|m           | 14.83| 1.93| 128.9| 128.9|06 59 28.4|+19 20 52
104.8125|-10.2665|NN 3419 |06 56 53|-10 11.2|m           | 13.50|     |      |  51.0|06 59 15.0|-10 16 00
105.2142|+31.9623|NN 3420 |06 57 36|+32 02.5|DC9         | 16.57| 0.96|  53.6|  53.6|07 00 51.4|+31 57 44
105.4095|+48.3790|Gl 257.1|06 57 49|+48 27.4|K3 V        |  8.00| 0.99|  33.2|  54.0|07 01 38.3|+48 22 45
106.1074|+68.2882|Gl 258  |06 59 07|+68 21.7|M3.5        | 11.96| 1.53|  56.5|  56.5|07 04 25.8|+68 17 17
105.3090|-25.9484|Gl 259  |06 59 11|-25 52.6|K0 Ve       |  6.71| 0.89|  67.4|  74.0|07 01 14.2|-25 56 54
104.9983|-61.3367|Gl 260  |06 59 25|-61 16.1|K0 IV-V     |  6.82| 0.80|  61.5|  63.0|06 59 59.6|-61 20 12
105.4718| -6.4536|Gl 261  |06 59 27|-06 22.1|DA          | 15.27| 0.88|  79.0|  79.0|07 01 53.2|-06 27 13
105.9848|+52.7046|NN 3421 |06 59 54|+52 47.5|M4.5        | 13.30| 1.84| 109.1| 109.1|07 03 56.3|+52 42 17
104.9608|-67.9170|NN 3422 |06 59 56|-67 50.9|K3 III      |  5.17| 1.40|  41.1|  41.1|06 59 50.6|-67 55 01
105.8459|+34.6982|NN 3423 |07 00 05|+34 46.2|m           | 13.17|     |      |  75.0|07 03 23.0|+34 41 53
105.6768| -6.7996|GJ 1094 |07 00 17|-06 43.3|K5 V        |  8.38| 1.08|  63.3|  63.3|07 02 42.4|-06 47 58
105.8775|+29.3376|Gl 262  |07 00 20|+29 25.4|G4 V        |  5.94| 0.60|  58.6|  55.0|07 03 30.6|+29 20 15
106.2045|+24.9971|NN 3424 |07 01 46|+25 04.6|M1          | 11.62| 1.48|      |  40.0|07 04 49.1|+24 59 49
106.0728|-10.5084|Gl 263  |07 01 56|-10 25.3|M3.5        | 11.29| 1.52|  61.5|  61.5|07 04 17.5|-10 30 30
105.9594|-43.5618|Gl 264  |07 02 18|-43 29.5|K5 V        |  8.68| 1.18|  55.0|  60.0|07 03 50.2|-43 33 43
105.9878|-43.6088|Gl 264.1|07 02 25|-43 32.3|G3 V        |  5.55| 0.64|  50.2|  66.0|07 03 57.1|-43 36 32
105.9878|-43.6088|Gl 264.1|07 02 25|-43 32.3|K0 V        |  6.79| 0.80|  50.2|  66.0|07 03 57.1|-43 36 32
106.4249|+27.4699|Gl 265  |07 02 35|+27 32.9|M0 Ve       | 10.22| 1.32|  59.7|  59.7|07 05 42.0|+27 28 12
106.9592|+67.2007|NN 3425 |07 02 46|+67 16.8|dM0         | 11.18| 1.51|      |  56.0|07 07 50.2|+67 12 03
106.9067|+48.6870|NN 3426 |07 03 51|+48 46.2|m           | 13.40|     |      |  65.0|07 07 37.6|+48 41 13
107.3860|+69.8510|NN 3427 |07 04 06|+69 56.1|m           | 12.54|     |      |  44.0|07 09 32.6|+69 51 04
106.7900| +3.4467|Gl 266  |07 04 32|+03 31.8|dM0         |  9.84| 1.29|  42.3|  42.0|07 07 09.6|+03 26 48
106.5513|-47.5906|Wo 9224 |07 04 48|-47 30.6|k           | 10.54| 1.17|  39.4|  24.0|07 06 12.3|-47 35 26
107.0163|+29.8345|NN 3428 |07 04 54|+29 55.1|K3          |  8.32| 0.93|      |  40.0|07 08 03.9|+29 50 04
107.1658|+30.7131|NN 3429 |07 05 28|+30 47.6|M0          | 11.36| 1.49|      |  41.0|07 08 39.8|+30 42 47
107.5065|+38.5303|Gl 268  |07 06 39|+38 37.5|M4.5 Ve     | 11.49| 1.71| 164.6| 164.6|07 10 01.6|+38 31 49
107.5546|+37.6691|NN 3430 |07 06 51|+37 45.3|sdM6        | 14.67| 1.65|  41.5|  41.5|07 10 13.1|+37 40 09
107.5588|+37.6691|NN 3431 |07 06 52|+37 45.3|DQ8         | 15.68| 0.30|  41.5|  41.5|07 10 14.1|+37 40 09
108.0485|+52.2747|NN 3432 |07 08 16|+52 21.7|M0          | 11.29| 1.48|      |  46.0|07 12 11.6|+52 16 29
107.7076|-14.4376|NN 3433 |07 08 34|-14 21.5|K5          |  9.94| 1.35|  36.9|  44.0|07 10 49.8|-14 26 16
107.6985|-48.9329|NN 3434 |07 09 27|-48 51.1|K2 III      |  5.12| 1.26|  40.6|  40.6|07 10 47.6|-48 55 58
108.1399|-46.7594|Gl 268.1|07 11 08|-46 40.5|F0 IV       |  4.48| 0.32|  46.1|  46.1|07 12 33.6|-46 45 34
108.9604|+47.2408|GJ 1095 |07 12 08|+47 19.9|G0 V        |  5.64| 0.58|  39.3|  58.0|07 15 50.5|+47 14 27
108.2812|-63.3443|Gl 268.2|07 12 42|-63 15.9|K5 V        |  9.10| 1.25|  52.3|  52.3|07 13 07.5|-63 20 40
109.0734|+33.1520|GJ 1096 |07 13 03|+33 14.8|m+          | 14.48| 1.75|  67.1|  67.1|07 16 17.6|+33 09 07
109.0839|+27.1408|Gl 268.3|07 13 14|+27 14.0|dM0         | 10.85| 1.54|  69.4| 126.0|07 16 20.1|+27 08 27
109.4015|+58.4055|NN 3435 |07 13 20|+58 29.8|DA4         | 12.00|     |      |  82.0|07 17 36.4|+58 24 20
108.9601|-13.0500|NN 3436 |07 13 33|-12 57.8|G2 V        |  7.75| 0.61|  43.2|  43.2|07 15 50.4|-13 03 00
109.0623|-15.5849|Wo 9228 |07 13 59|-15 29.7|A3 V        |  5.44| 0.08|  21.2|  21.2|07 16 15.0|-15 35 05
108.9861|-41.0300|Gl 268.4|07 14 19|-40 56.6|G3 V        |  9.09| 0.66|  45.5|  45.5|07 15 56.7|-41 01 48
109.3752|+19.5708|NN 3437 |07 14 35|+19 39.9|m           | 12.80| 1.56|  46.6|  46.6|07 17 30.0|+19 34 15
109.5344|+39.2749|NN 3438 |07 14 44|+39 22.0|M0.5        | 10.33| 1.51|      |  66.0|07 18 08.3|+39 16 30
109.3688|-14.0040|Gl 268.5|07 15 11|-13 54.6|K5          | 12.11| 1.43|  44.0|  19.0|07 17 28.5|-14 00 14
109.5224|+16.5398|Wo 9231 |07 15 13|+16 37.9|A3 V        |  3.58| 0.11|  46.0|  46.0|07 18 05.4|+16 32 23
109.5224|+16.5398|Wo 9231 |07 15 13|+16 37.9|            | 10.00|     |  46.0|  46.0|07 18 05.4|+16 32 23
109.3714|-46.9785|Gl 269  |07 16 03|-46 53.7|K1 V        |  7.15| 0.99|  81.6|  81.6|07 17 29.1|-46 58 43
109.3714|-46.9785|Gl 269  |07 16 03|-46 53.7|K4 V        |  7.90|     |  81.6|  81.6|07 17 29.1|-46 58 43
109.8804|+32.8309|Gl 270  |07 16 15|+32 55.7|dM1.5       | 10.07| 1.44|  60.3|  60.3|07 19 31.3|+32 49 51
110.0296|+21.9828|Gl 271  |07 17 08|+22 04.6|F1 IV-V     |  3.53| 0.34|  62.4|  62.4|07 20 07.1|+21 58 58
110.0296|+21.9828|Gl 271  |07 17 08|+22 04.6|K3 V        |  8.20|     |  62.4|  62.4|07 20 07.1|+21 58 58
110.6768|+30.6703|NN 3439 |07 19 33|+30 46.5|k-m         | 13.34| 1.50|  42.0|  42.0|07 22 42.4|+30 40 13
110.8130|+46.0883|Gl 272  |07 19 37|+46 11.3|dM2         | 10.53| 1.46|  58.6|  58.6|07 23 15.1|+46 05 18
110.9478|+12.9644|GJ 2057 |07 20 59|+13 04.1|K2          |  8.20| 0.94|      |  43.0|07 23 47.5|+12 57 52
108.8850|-82.9975|NN 3440 |07 21 30|-82 54.8|m           | 11.75|     |      |  44.0|07 15 32.4|-82 59 51
111.8712|+22.0441|NN 3441 |07 24 31|+22 08.9|m           | 11.23| 1.49|  51.5|  51.5|07 27 29.1|+22 02 39
111.8517| +5.2246|Gl 273  |07 24 43|+05 22.7|M3.5        |  9.85| 1.56| 264.4| 264.4|07 27 24.4|+05 13 29
112.2591|+31.9937|Gl 273.1|07 25 49|+32 05.7|dK8         |  7.74| 0.94|  48.3|  48.3|07 29 02.2|+31 59 37
112.2785|+31.7837|Gl 274  |07 25 54|+31 53.1|F0 V        |  4.18| 0.32|  59.1|  59.1|07 29 06.8|+31 47 01
112.2785|+31.7837|Gl 274  |07 25 54|+31 53.1|            | 12.50|     |  59.1|  59.1|07 29 06.8|+31 47 01
112.0535|-18.7951|NN 3442 |07 26 00|-18 42.0|k-m         | 13.65|     |      |  86.0|07 28 12.8|-18 47 42
112.4848|+49.6727|Wo 9234 |07 26 09|+49 46.7|F6 V        |  5.36| 0.45|  44.7|  44.0|07 29 56.4|+49 40 22
111.8567|-51.4031|Gl 275  |07 26 11|-51 18.0|G5 IV-V     |  6.73| 0.70|  56.5|  56.5|07 27 25.6|-51 24 11
112.1906| -3.3018|GJ 1097 |07 26 14|-03 11.2|M3          | 11.43| 1.50|  90.8|  90.8|07 28 45.8|-03 18 06
113.0093|+68.6208|Gl 275.1|07 26 52|+68 43.7|dM0         | 10.89| 1.43|  53.0|  55.0|07 32 02.2|+68 37 15
112.3575| -7.5510|NN 3443 |07 27 00|-07 26.9|F8 V        |  5.86| 0.48|      |  40.0|07 29 25.8|-07 33 04
112.6830|+48.2004|Gl 275.2|07 27 02|+48 19.4|sdM5        | 13.56| 1.71|  86.5|  86.5|07 30 43.9|+48 12 01
112.6994|+48.1736|Gl 275.2|07 27 06|+48 17.8|DC          | 14.63| 0.99|  86.5|  86.5|07 30 47.9|+48 10 25
113.0022|+57.9140|NN 3444 |07 27 48|+58 02.0|M6  :       | 17.40|     |      |  55.0|07 32 00.5|+57 54 51
112.7839|+14.6148|Gl 276  |07 28 18|+14 43.5|dK8         |  8.98| 1.10|  45.6|  45.6|07 31 08.1|+14 36 53
112.9871|+39.2265|NN 3445 |07 28 32|+39 20.2|m           | 13.08|     |      |  43.0|07 31 56.9|+39 13 35
112.9899|+36.2194|Gl 277  |07 28 40|+36 19.8|dM3.5e      | 10.58| 1.47|  83.0|  83.0|07 31 57.6|+36 13 10
112.9859|+36.2293|Gl 277  |07 28 39|+36 20.4|dM4.5e      | 11.78| 1.52|  83.0|  83.0|07 31 56.6|+36 13 46
113.3780|+64.1571|GJ 1098 |07 28 49|+64 16.1|DC9         | 16.38| 0.91|      |  55.0|07 33 30.7|+64 09 25
112.6766|-37.3390|NN 3446 |07 28 56|-37 14.0|G4 V        |  6.64| 0.63|      |  44.0|07 30 42.4|-37 20 21
113.0135|+17.3192|NN 3447 |07 29 11|+17 25.7|dM0         | 11.02| 1.38|  40.4|  40.4|07 32 03.2|+17 19 09
113.0093|+17.3192|NN 3448 |07 29 10|+17 25.7|m           | 12.95|     |  40.4|  40.4|07 32 02.2|+17 19 09
113.0244| -8.8814|NN 3449 |07 29 42|-08 46.3|F9 V        |  5.90| 0.54|      |  46.0|07 32 05.9|-08 52 53
113.0244| -8.8814|NN 3450 |07 29 42|-08 46.3|            |  8.60|     |      |  46.0|07 32 05.9|-08 52 53
113.6177|+62.9419|Gl 277.1|07 29 57|+63 03.1|dM0         | 10.49| 1.55|  70.4|  70.4|07 34 28.3|+62 56 31
113.4687|+22.3925|NN 3451 |07 30 50|+22 30.6|m           | 16.46| 1.60|  40.7|  40.7|07 33 52.5|+22 23 33
113.8021|+54.8571|NN 3452 |07 31 12|+54 58.0|dM0         | 11.29| 1.55|      |  71.0|07 35 12.5|+54 51 26
113.6514|+31.8887|Gl 278  |07 31 25|+32 00.0|A1 V        |  1.94| 0.04|  68.3|  68.3|07 34 36.3|+31 53 19
113.6514|+31.8887|Gl 278  |07 31 25|+32 00.0|A m         |  2.85|     |  68.3|  68.3|07 34 36.3|+31 53 19
113.6549|+31.8686|Gl 278  |07 31 26|+31 58.8|M0.5Ve      |  9.07| 1.49|  68.3|  68.3|07 34 37.2|+31 52 07
113.6611|+22.3370|NN 3453 |07 31 39|+22 26.9|k           | 11.53| 1.50|      |  55.0|07 34 38.7|+22 20 13
113.5751| +0.9848|GJ 1099 |07 31 43|+01 06.2|m           | 11.93| 1.47|  68.2|  68.2|07 34 18.0|+00 59 05
113.5145|-22.2959|Gl 279  |07 31 55|-22 11.2|F6 IV       |  4.45| 0.51|  48.0|  48.0|07 34 03.5|-22 17 45
114.0062| -3.1521|Wo 9237 |07 33 32|-03 02.5|G0          |  7.16| 0.57|  39.1|  28.0|07 36 01.5|-03 09 08
114.1045| +7.0788|NN 3454 |07 33 43|+07 11.7|m           | 13.22|     |      | 162.0|07 36 25.1|+07 04 44
114.4879|+28.2786|Wo 9238 |07 34 49|+28 23.8|M3          | 13.85| 1.47|  39.7|  39.7|07 37 57.1|+28 16 43
114.0421|-51.9146|NN 3455 |07 34 52|-51 48.5|m           | 12.45|     |      |  62.0|07 36 10.1|-51 54 53
117.3308|+84.9751|NN 3456 |07 35 18|+85 06.0|m           | 12.80|     |      |  48.0|07 49 19.4|+84 58 30
114.8973|+33.4638|NN 3457 |07 36 22|+33 34.9|m           | 11.83| 1.46|  26.4|  26.4|07 39 35.4|+33 27 50
114.9015|+33.4654|NN 3458 |07 36 23|+33 35.0|m+          | 18.00|     |  26.4|  26.4|07 39 36.4|+33 27 56
114.6701|-21.2237|NN 3459 |07 36 29|-21 06.1|m           | 11.70|     |      |  79.0|07 38 40.8|-21 13 25
114.8250| +5.2253|Gl 280  |07 36 41|+05 21.3|F5 IV-V     |  0.38| 0.42| 285.8| 285.8|07 39 18.0|+05 13 31
114.8250| +5.2253|Gl 280  |07 36 41|+05 21.3|DA          | 10.70|     | 285.8| 285.8|07 39 18.0|+05 13 31
114.8489| +2.1844|Gl 281  |07 36 48|+02 18.2|dM0         |  9.61| 1.44|  70.0|  70.0|07 39 23.7|+02 11 04
114.9968| -3.5986|Gl 282  |07 37 29|-03 28.7|K2 Ve       |  7.20| 0.96|  74.3|  74.3|07 39 59.2|-03 35 55
115.0134| -3.6034|Gl 282  |07 37 33|-03 29.0|K5          |  8.94| 1.33|  74.3|  74.3|07 40 03.2|-03 36 12
115.4363|+49.2224|NN 3460 |07 38 01|+49 20.4|dK8         |  9.73| 1.19|  46.5|  36.0|07 41 44.7|+49 13 21
115.0863|-17.4146|Gl 283  |07 38 02|-17 17.4|DZQ6        | 13.00| 0.24| 112.0| 112.0|07 40 20.7|-17 24 52
115.0863|-17.4146|Gl 283  |07 38 02|-17 17.4|m           | 16.42| 1.83| 112.0| 112.0|07 40 20.7|-17 24 52
115.4718| +5.0406|NN 3461 |07 39 15|+05 09.6|m           | 12.71|     |      |  48.0|07 41 53.2|+05 02 26
115.7974|+18.1786|NN 3462 |07 40 18|+18 18.3|k-m         | 11.34| 1.40|      |  49.0|07 43 11.4|+18 10 43
115.7368|-45.1727|Gl 284  |07 41 24|-45 02.7|G6 IV       |  5.06| 0.77|  54.1|  54.1|07 42 56.8|-45 10 22
116.1675| +3.5524|Gl 285  |07 42 04|+03 40.8|dM4.5e      | 11.20| 1.60| 161.1| 161.1|07 44 40.2|+03 33 09
116.8788|+70.2068|Gl 285.1|07 42 11|+70 19.9|dG5         |  7.09| 0.66|  29.8|  40.0|07 47 30.9|+70 12 24
116.3310|+28.0259|Gl 286  |07 42 16|+28 08.9|K0 IIIb     |  1.14| 1.00| 100.3| 100.3|07 45 19.4|+28 01 33
116.2551| +2.1369|Gl 287  |07 42 25|+02 15.7|dM0         | 10.20| 1.37|  36.2|  43.0|07 45 01.2|+02 08 13
116.3957|-34.1728|Gl 288  |07 43 43|-34 04.4|G0 V        |  5.36| 0.59|  62.5|  62.5|07 45 35.0|-34 10 22
116.4298|-33.9207|Gl 288  |07 43 51|-33 49.2|m           | 16.59| 1.20|  62.5|  62.5|07 45 43.2|-33 55 15
116.7725|-13.9407|GJ 1100 |07 44 46|-13 48.6|M1          | 11.50| 1.41|  46.7|  46.7|07 47 05.4|-13 56 27
118.9877|+83.3846|GJ 1101 |07 44 56|+83 31.3|m           | 13.09| 1.68|  80.1|  80.1|07 55 57.0|+83 23 05
117.0669|+20.3681|Gl 289  |07 45 15|+20 30.4|M2          | 11.46| 1.52|  66.7|  66.7|07 48 16.1|+20 22 05
